IL Number,IL Description,Store Number,Store Description,LOGIS Supplier Class,Supplier Sub-classification,Supplier City,MIIN Code,MIIN Code Description,MIIN Name,MIIN Description,Spend Type,Cost Center Number,Spend Amount,ICN,ICN Description,Unit Of Issue,Unit Of Issue Description,Document Type,Document Date,Document Line Number,Payment Quantity,Payment Unit Price,Adjustment Amount,Cash Discount,Transport Amount,Handling Amount,Invoice Number,Pay Type,Pay Method,Invoice Reason Code,Payment Choice,BAS Payment Number,BAS Transaction Date,BAS Disbursement Number,BAS Disbursement Date,BAS Payment Action Date,BAS Payment Status,Order Number,Order Authorisation Date,Order Status,Order Quoted Price,Quotation Doc Number,Quotation Price,Quotation Expiry Date,Contract Number,Contract End Date,Contract Type,Contract Price,ITEM,ITEM Description,INFRASTRUCTURE,INFRASTRUCTURE Description,OBJECTIVE,OBJECTIVE Description,RESPONSIBILITY,RESPONSIBILITY Description,FUND,FUND Description,PROJECT,PROJECT Description,ASSET,ASSET Description,REGIONAL INDENTIFIER,REGIONAL INDENTIFIER Description,Segment8,Segment8 Description
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,98,MEAT,20,MUTTON,INVENTORY,003C,8990.0,89051801072622,MUTTON CHOPS;FRESH;/KG,GM,GRAM,PAYMENT,2016-04-14,22,100000,0.0899,0,0,0,0,IN116661,PARTIAL,NORMAL,,QUOTED PRICE,1334162,2016/04/14,625277,2016/04/15,2016/04/20,Disbursed,OR-076441,2016/02/23,PAID,0.0899,QA-012522,0.08,2016/03/02,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,24,CARROT,INVENTORY,003C,422.0,999970T8461838,"CARROT ,FROZEN,10 KG BOX",BX,BOX,PAYMENT,2016-04-14,2,4,105.5,0,0,0,0,IN116616,PARTIAL,NORMAL,,QUOTED PRICE,1334158,2016/04/14,625277,2016/04/15,2016/04/20,Disbursed,OR-076648,2016/03/14,PAID,105.5,QA-012799,105.5,2016/03/31,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,16,POTATOES,INVENTORY,003C,2076.6,999970T8461840,"POTATOES ,CHIPS,FROZEN,10KG BOX",BX,BOX,PAYMENT,2016-04-14,3,12,173.05,0,0,0,0,IN116616,PARTIAL,NORMAL,,QUOTED PRICE,1334158,2016/04/14,625277,2016/04/15,2016/04/20,Disbursed,OR-076648,2016/03/14,PAID,173.05,QA-012799,173.05,2016/03/31,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,14,PEAS,INVENTORY,003C,265.52,999970T8461877,"PEAS ,FROZEN,10KG BOX",BX,BOX,PAYMENT,2016-04-14,5,2,132.76,0,0,0,0,IN116616,PARTIAL,NORMAL,,QUOTED PRICE,1334158,2016/04/14,625277,2016/04/15,2016/04/20,Disbursed,OR-076648,2016/03/14,PAID,132.76,QA-012799,132.76,2016/03/31,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,22,CAULIFLOWER,INVENTORY,003C,515.0,999970T8461903,"CAULIFLOWER ,FROZEN,10KG BOX",BX,BOX,PAYMENT,2016-04-14,6,4,128.75,0,0,0,0,IN116616,PARTIAL,NORMAL,,QUOTED PRICE,1334158,2016/04/14,625277,2016/04/15,2016/04/20,Disbursed,OR-076648,2016/03/14,PAID,128.75,QA-012799,128.75,2016/03/31,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,101,VEGETABLE,37,"VEGETABLES,MIXED",INVENTORY,003C,541.44,999970T8461979,"VEGETABLES,MIXED ,FROZEN,10KG BOX",BX,BOX,PAYMENT,2016-04-14,10,4,135.36,0,0,0,0,IN116616,PARTIAL,NORMAL,,QUOTED PRICE,1334158,2016/04/14,625277,2016/04/15,2016/04/20,Disbursed,OR-076648,2016/03/14,PAID,135.36,QA-012799,135.36,2016/03/31,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,CLOSE CORPORATION,BREDASDORP,93,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,008J,175.0,DDDD00S0016699,SERVICE; MONITORING SECURITY ALARM SYSTEM,EA,EACH,PAYMENT,2016-04-14,1,1,175.0,0,0,0,0,IN024400,FINAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334166,2016/04/14,625297,2016/04/15,2016/04/20,Disbursed,OR-074529,2015/06/08,PAID,160.0,QA-009359,160.0,2015/06/25,,Invalid,,0.0,2211368,P/P:SAFEGUARD&SECURITY,95368,NON INFRA/STAND ALONE: CUR,30050368,RESOURCE CONSERVATION,32225368,BREDASDORP 2.2,341368,VOTED FUNDS,4368,NO PROJECTS,30021368,OFFICE BUILDINGS,30014368,CAPE AGULHAS,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CRAWFORD,14,"TOOLS, HAND AND MACHINE (ALL)",220,SPRAY GUN,INVENTORY,005M,3000.0,999970T1556897,SPRAY GUN TAP (KILLASPRAY),EA,EACH,PAYMENT,2016-04-14,9,2,1500.0,0,0,0,0,ELSE6102/1,FINAL,NORMAL,,QUOTED PRICE,1334171,2016/04/14,625284,2016/04/15,2016/04/20,Disbursed,OR-076395,2016/02/19,PAID,1500.0,QA-012455,1500.0,2016/02/29,,Invalid,,0.0,3760368,EQP<R5000:GARDENING EQUIP,95368,NON INFRA/STAND ALONE: CUR,30139368,FACULTY VITICULT & OENOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,30142368,EQP<R5000: GARDENING EQUIPMENT,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CRAWFORD,81,CONTAINERS AND PACKAGING SUPPLIES,26,SPRAY ATTACHMENT BOTTLE,INVENTORY,005M,115.96,999970U1983523,"SPRAY ATTACHMENT BOTTLE , TRIGGER",EA,EACH,PAYMENT,2016-04-14,21,4,28.99,0,0,0,0,ELSE6102/1,FINAL,NORMAL,"PRICE INCREASE ""GENERAL""",INVOICE PRICE,1334171,2016/04/14,625284,2016/04/15,2016/04/20,Disbursed,OR-076395,2016/02/19,PAID,27.99,QA-012455,27.99,2016/02/29,,Invalid,,0.0,2271368,CONS:MATERIALS AND SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30139368,FACULTY VITICULT & OENOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CRAWFORD,41,MISCELLANEOUS SIGNS AND ACCESSORIES,21,SIGN BOARD,INVENTORY,005M,900.0,999970U2759898,"SIGN BOARD , EMERGENCY, PLASTIC, 300MM X 300MM",EA,EACH,PAYMENT,2016-04-14,24,10,90.0,0,0,0,0,ELSE6102/1,FINAL,NORMAL,,QUOTED PRICE,1334171,2016/04/14,625284,2016/04/15,2016/04/20,Disbursed,OR-076395,2016/02/19,PAID,90.0,QA-012455,90.0,2016/02/29,,Invalid,,0.0,2271368,CONS:MATERIALS AND SUPPLIES,95368,NON INFRA/STAND ALONE: CUR,30139368,FACULTY VITICULT & OENOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CRAWFORD,78,RECREATIONAL AND SPORTING EQUIPMENT,11,BALL,INVENTORY,005M,300.0,999970T4155965,BALL FOAM 110MM DIA,EA,EACH,PAYMENT,2016-04-14,32,2,150.0,0,0,0,0,ELSE6102/1,FINAL,NORMAL,,QUOTED PRICE,1334171,2016/04/14,625284,2016/04/15,2016/04/20,Disbursed,OR-076395,2016/02/19,PAID,150.0,QA-012455,150.0,2016/02/29,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30139368,FACULTY VITICULT & OENOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CRAWFORD,69,LABORATORY EQUIPMENT AND ACCESSORIES,154,PIPETTE,INVENTORY,005M,1000.0,999970U2759924,"PIPETTE , NW50, GLASS",EA,EACH,PAYMENT,2016-04-14,33,1,1000.0,0,0,0,0,ELSE6102/1,FINAL,NORMAL,,QUOTED PRICE,1334171,2016/04/14,625284,2016/04/15,2016/04/20,Disbursed,OR-076395,2016/02/19,PAID,1000.0,QA-012455,1000.0,2016/02/29,,Invalid,,0.0,2277368,CONS: LABORATORIES CONS,95368,NON INFRA/STAND ALONE: CUR,30139368,FACULTY VITICULT & OENOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CRAWFORD,72,FURNITURE,23,CABINET,MAJOR ASSET,005M,10987.28,999970T0249603,CABINET CABINET 1 DOOR STEEL LARGE,EA,EACH,PAYMENT,2016-04-14,35,1,10987.28,0,0,0,0,ELSE6102/1,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334171,2016/04/14,625284,2016/04/15,2016/04/20,Disbursed,OR-076395,2016/02/19,PAID,10988.28,QA-012455,10988.28,2016/02/29,,Invalid,,0.0,1462368,WORKSHOP EQUIPMENT & TOOLS,98368,NON INFRA/STAND ALONE: CAP,30139368,FACULTY VITICULT & OENOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,30088368,WORKSHOP EQUIPMENT & TOOLS,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CRAWFORD,79,CLEANING EQUIPMENT AND SUPPLIES,41,"CLOTH,CLEANING",INVENTORY,005M,280.0,999970U2757312,"CLOTH,CLEANING , EASIWIPE, ANTIBACTERIAL, 40CM X 32MM",EA,EACH,PAYMENT,2016-04-14,36,10,28.0,0,0,0,0,ELSE6102/1,FINAL,NORMAL,,QUOTED PRICE,1334171,2016/04/14,625284,2016/04/15,2016/04/20,Disbursed,OR-076395,2016/02/19,PAID,28.0,QA-012455,28.0,2016/02/29,,Invalid,,0.0,3418368,CONS HOUS SUP:WASH/CLEAN DETE,95368,NON INFRA/STAND ALONE: CUR,30139368,FACULTY VITICULT & OENOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,CRAWFORD,81,CONTAINERS AND PACKAGING SUPPLIES,15,BOTTLE,INVENTORY,005M,177.0,999970T1101587,BOTTLE PLASTIC WITH CAP 250ML,EA,EACH,PAYMENT,2016-04-14,37,708,0.25,0,0,0,0,ELSE6102/1,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334171,2016/04/14,625284,2016/04/15,2016/04/20,Disbursed,OR-076395,2016/02/19,PAID,0.254237,QA-012455,0.25,2016/02/29,,Invalid,,0.0,3428368,CONS HOUS SUP:DIS PAPER/PLAST,95368,NON INFRA/STAND ALONE: CUR,30139368,FACULTY VITICULT & OENOLOGY,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),KNYSNA,72,FURNITURE,27,CHAIR,MINOR ASSET,001P,5130.0,999970T2040261,"CHAIR , SIDE, METAL FRAME",EA,EACH,PAYMENT,2016-04-14,1,10,513.0,0,0,0,0,001798,FINAL,NORMAL,,QUOTED PRICE,1334170,2016/04/14,625311,2016/04/15,2016/04/20,Disbursed,OR-076493,2016/02/26,PAID,513.0,QA-012611,513.0,2016/03/12,,Invalid,,0.0,4115368,F&O/EQP<R5000:DOMESTIC FURN,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,30162368,EQP<R5000: DOMESTIC FURNITURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),KNYSNA,72,FURNITURE,27,CHAIR,MINOR ASSET,001P,6646.2,999970T5741285,"CHAIR , EASY, FABRIC UPHOLSTERED, WITH ARMRESTS, ALUMINIUM LEGS",EA,EACH,PAYMENT,2016-04-14,2,2,3323.1,0,0,0,0,001798,FINAL,NORMAL,,QUOTED PRICE,1334170,2016/04/14,625311,2016/04/15,2016/04/20,Disbursed,OR-076493,2016/02/26,PAID,3323.1,QA-012611,3323.1,2016/03/12,,Invalid,,0.0,4115368,F&O/EQP<R5000:DOMESTIC FURN,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,30162368,EQP<R5000: DOMESTIC FURNITURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),KNYSNA,72,FURNITURE,34,COUCH,MINOR ASSET,001P,4383.3,71101800201537,COUCH SETTEE;2-SEATER;LOUNGE,EA,EACH,PAYMENT,2016-04-14,3,1,4383.3,0,0,0,0,001798,FINAL,NORMAL,,QUOTED PRICE,1334170,2016/04/14,625311,2016/04/15,2016/04/20,Disbursed,OR-076493,2016/02/26,PAID,4383.3,QA-012611,4383.3,2016/03/12,,Invalid,,0.0,4115368,F&O/EQP<R5000:DOMESTIC FURN,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,30162368,EQP<R5000: DOMESTIC FURNITURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),KNYSNA,72,FURNITURE,38,DESK,MINOR ASSET,001P,1596.0,999970T6659080,"DESK , WOOD, WITH 3 DRAWER PEDESTAL, 2100 X 950 MM",EA,EACH,PAYMENT,2016-04-14,4,1,1596.0,0,0,0,0,001798,FINAL,NORMAL,,QUOTED PRICE,1334170,2016/04/14,625311,2016/04/15,2016/04/20,Disbursed,OR-076493,2016/02/26,PAID,1596.0,QA-012611,1596.0,2016/03/12,,Invalid,,0.0,4121368,F&O/EQP<R5000:OFFICE FURN,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,30113368,EQP<R5000: OFFICE FURNITURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),KNYSNA,72,FURNITURE,38,DESK,MINOR ASSET,001P,1863.9,999970T8759868,"DESK , OAK MELAMINE, 1800MM X 900MM X 745MM",EA,EACH,PAYMENT,2016-04-14,5,1,1863.9,0,0,0,0,001798,FINAL,NORMAL,,QUOTED PRICE,1334170,2016/04/14,625311,2016/04/15,2016/04/20,Disbursed,OR-076493,2016/02/26,PAID,1863.9,QA-012611,1863.9,2016/03/12,,Invalid,,0.0,4121368,F&O/EQP<R5000:OFFICE FURN,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,30113368,EQP<R5000: OFFICE FURNITURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),KNYSNA,72,FURNITURE,27,CHAIR,MINOR ASSET,001P,2482.92,999970U1994021,"CHAIR , HIGHBACK, SWIVEL AND TILT, LEATHER UPHOLSTERED, 5 CASTORS, ECONO PROGRAM, BLACK",EA,EACH,PAYMENT,2016-04-14,6,2,1241.46,0,0,0,0,001798,FINAL,NORMAL,,QUOTED PRICE,1334170,2016/04/14,625311,2016/04/15,2016/04/20,Disbursed,OR-076493,2016/02/26,PAID,1241.46,QA-012611,1241.46,2016/03/12,,Invalid,,0.0,4121368,F&O/EQP<R5000:OFFICE FURN,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,30113368,EQP<R5000: OFFICE FURNITURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),KNYSNA,72,FURNITURE,37,CUPBOARD,MINOR ASSET,001P,3608.1,999970T5556283,"CUPBOARD , WOOD, SWING DOOR, 4 ADJ SHELVES ON THE LEFT, 1800 X 900 MM",EA,EACH,PAYMENT,2016-04-14,7,1,3608.1,0,0,0,0,001798,FINAL,NORMAL,,QUOTED PRICE,1334170,2016/04/14,625311,2016/04/15,2016/04/20,Disbursed,OR-076493,2016/02/26,PAID,3608.1,QA-012611,3608.1,2016/03/12,,Invalid,,0.0,4121368,F&O/EQP<R5000:OFFICE FURN,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,30113368,EQP<R5000: OFFICE FURNITURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),KNYSNA,72,FURNITURE,36,CREDENZA,MINOR ASSET,001P,2280.0,999970T9387743,"CREDENZA , SLIDING DOOR, OAK VENEER, 900MM X 450MM X 740MM, WITH SHELF",EA,EACH,PAYMENT,2016-04-14,8,1,2280.0,0,0,0,0,001798,FINAL,NORMAL,,QUOTED PRICE,1334170,2016/04/14,625311,2016/04/15,2016/04/20,Disbursed,OR-076493,2016/02/26,PAID,2280.0,QA-012611,2280.0,2016/03/12,,Invalid,,0.0,4121368,F&O/EQP<R5000:OFFICE FURN,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,30113368,EQP<R5000: OFFICE FURNITURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),KNYSNA,72,FURNITURE,38,DESK,MINOR ASSET,001P,484.5,999970U1129838,"DESK LINK, CHERRY VENEER, 900MM X 450MM",EA,EACH,PAYMENT,2016-04-14,9,1,484.5,0,0,0,0,001798,FINAL,NORMAL,,QUOTED PRICE,1334170,2016/04/14,625311,2016/04/15,2016/04/20,Disbursed,OR-076493,2016/02/26,PAID,484.5,QA-012611,484.5,2016/03/12,,Invalid,,0.0,4121368,F&O/EQP<R5000:OFFICE FURN,95368,NON INFRA/STAND ALONE: CUR,30708368,CHIEF DIR: RURAL DEVELOPMENT,32230368,ELSENBURG 8.1,341368,VOTED FUNDS,4368,NO PROJECTS,30113368,EQP<R5000: OFFICE FURNITURE,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PTY LTD,DURBAN,110,SERVICE,700,DIAGNOSTIC,SERVICE,001G,1212.0,999958S0038101,DIAGNOSTIC TEST SERVICE,EA,EACH,PAYMENT,2016-04-14,1,2,606.0,0,0,0,0,IN142686,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1334167,2016/04/14,625300,2016/04/15,2016/04/20,Disbursed,OR-074210,2015/04/29,AUTHORISED,1000.0,QA-008790,1000.0,2015/05/29,,Invalid,,0.0,2510368,A&S/O/S:VETERINARY SERVICES,95368,NON INFRA/STAND ALONE: CUR,30075368,PROVINCIAL VETERINARY LABORATORY,32273368,STELLENBOSCH 4.4,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,191,RICE,INVENTORY,003C,790.4,999970T0324525,RICE RICE PARBOILED WHITE,KG,KILOGRAM,PAYMENT,2016-04-14,3,100,7.904,0,0,0,0,BF0203,PARTIAL,NORMAL,,QUOTED PRICE,1334163,2016/04/14,625321,2016/04/15,2016/04/20,Disbursed,OR-076499,2016/02/29,PAID,7.904,QA-012607,7.9,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,151,COOKING OIL,INVENTORY,003C,4633.0,999970T2531212,COOKING OIL ;20LT,EA,EACH,PAYMENT,2016-04-14,11,10,463.3,0,0,0,0,BF0203,PARTIAL,NORMAL,,QUOTED PRICE,1334163,2016/04/14,625321,2016/04/15,2016/04/20,Disbursed,OR-076499,2016/02/29,PAID,463.3,QA-012607,463.3,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,86,GROCERIES,258,FRUIT SALAD,INVENTORY,003C,1861.68,89151801049004,"FRUIT SALAD CANNED;3,06KG",CN,CAN,PAYMENT,2016-04-14,45,24,77.57,0,0,0,0,BF0203,PARTIAL,NORMAL,,QUOTED PRICE,1334163,2016/04/14,625321,2016/04/15,2016/04/20,Disbursed,OR-076499,2016/02/29,PAID,77.57,QA-012607,77.57,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,100,FRUIT,32,"FRUIT,CANNED",INVENTORY,003C,1205.46,89151801903638,"FRUIT,CANNED PINEAPPLE PIECES;3,06KG",TI,TIN,PAYMENT,2016-04-14,56,18,66.97,0,0,0,0,BF0203,PARTIAL,NORMAL,,QUOTED PRICE,1334163,2016/04/14,625321,2016/04/15,2016/04/20,Disbursed,OR-076499,2016/02/29,PAID,66.97,QA-012607,66.97,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
47,WC: AGRICULTURE,7001016350,WC AGRICULTURE: ELSENBURG,NONE,PRIVATE COMPANY (PTY)(LTD),BELLVILLE,100,FRUIT,32,"FRUIT,CANNED",INVENTORY,003C,802.8,89151802623054,"FRUIT,CANNED APRICOT HALVES;3,06KG",CN,CAN,PAYMENT,2016-04-14,62,12,66.9,0,0,0,0,BF0203,PARTIAL,NORMAL,,QUOTED PRICE,1334163,2016/04/14,625321,2016/04/15,2016/04/20,Disbursed,OR-076499,2016/02/29,PAID,66.9,QA-012607,66.9,2016/03/23,,Invalid,,0.0,3426368,CONS HOUS SUP: GROCERIES,95368,NON INFRA/STAND ALONE: CUR,30141368,TRAINING ADMIN SUPPORT SERV 7.1,32310368,ELSENBURG 7.1,341368,VOTED FUNDS,4368,NO PROJECTS,235368,NON-ASSETS RELATED,30005368,STELLENBOSCH,0,
