IL Number,IL Description,Store Number,Store Description,LOGIS Supplier Class,Supplier Subunknownclassification,Supplier City,MIIN Code,MIIN Code Description,MIIN Name,MIIN Description,Spend Type,Cost Center Number,Spend Amount,ICN,ICN Description,Unit Of Issue,Unit Of Issue Description,Document Type,Document Date,Document Line Number,Payment Quantity,Payment Unit Price,Adjustment Amount,Cash Discount,Transport Amount,Handling Amount,Invoice Number,Pay Type,Pay Method,Invoice Reason Code,Payment Choice,BAS Payment Number,BAS Transaction Date,BAS Disbursement Number,BAS Disbursement Date,BAS Payment Action Date,BAS Payment Status,Order Number,Order Authorisation Date,Order Status,Order Quoted Price,Quotation Doc Number,Quotation Price,Quotation Expiry Date,Contract Number,Contract End Date,Contract Type,Contract Price,ITEM,ITEM Description,INFRASTRUCTURE,INFRASTRUCTURE Description,OBJECTIVE,OBJECTIVE Description,RESPONSIBILITY,RESPONSIBILITY Description,FUND,FUND Description,PROJECT,PROJECT Description,ASSET,ASSET Description,REGIONAL INDENTIFIER,REGIONAL INDENTIFIER Description,Segment8,Segment8 Description
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CC,RUGBY,00011,TRANSPORT EQUIPMENT,19,TRAILER,MAJOR ASSET,300W,212820.8,999970U0822585,"TRAILER , GENERAL PURPOSE, SINGLE AXLE, 2 WHEEL, 750 GVM , DOOR AND WINDOW ON SIDE, 2400MM X 1500MM X 1900MM",EA,EACH,PAYMENT,2016-08-18,1,4,53205.2,0.0,0.0,0,0,IN153182/153179,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1347847.0,2016/08/18,639760.0,2016/08/19,2016/08/24,Disbursed,ORunknown027351,2016/05/05,PAID,53205.202,,0.0,Unknown,DCS01unknown2014,2016/12/31,NONunknownCONTRACT,0.0,2296369,INV:AMMU & SEC SUP,95369,NON INFRA/STAND ALONE: CUR,30022369,PRG3 SAFETY PARTNERSHIP,30746369,WOLWEKLOOF,30001369,EUunknownGBSunknownWOLWEKLOOF WC,4369,NO PROJECTS,30027369,TRAILORS & ACCESSORIES,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,unknown,JOHANNESBURG,00071,COMPUTER SOFTWARE AND HARDWARE ACCESSORIES,39,NOTEBOOK,MAJOR ASSET,300D,18810.0,999970U2904365,"NOTEBOOK , ACER, COMFY VIEW, I7unknown5500U, 4GB DDR3, 1000GB HDD, 2GB VRAM, 15.6 INCH LED, LCD, WINDOWS 7 PROFESSIONAL, 64 BIT",EA,EACH,PAYMENT,2016-08-18,2,1,18810.0,0.0,0.0,0,0,GDFunknown0192,FINAL,NORMAL,Unknown,QUOTED PRICE,1347859.0,2016/08/18,639502.0,2016/08/19,2016/08/24,Disbursed,ORunknown027725,2016/08/02,PAID,18810.0,QAunknown008431,18810.0,2016/08/15,,Invalid,,0.0,3216369,COMP HARD&SYS unknown LAPTOP,98369,NON INFRA/STAND ALONE: CAP,30008369,POLICY RESEARCH,30722369,SAFETY INFO & RESEARCH,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,unknown,JOHANNESBURG,00071,COMPUTER SOFTWARE AND HARDWARE ACCESSORIES,50,SOFTWARE,MAJOR ASSET,300D,317490.0,999970U2904314,"SOFTWARE , DIAGKNOWS, DATA GATHERING SYSTEM",EA,EACH,PAYMENT,2016-08-18,3,1,317490.0,0.0,0.0,0,0,GDFunknown0192,FINAL,NORMAL,Unknown,QUOTED PRICE,1347859.0,2016/08/18,639502.0,2016/08/19,2016/08/24,Disbursed,ORunknown027725,2016/08/02,PAID,317490.0,QAunknown008431,317490.0,2016/08/15,,Invalid,,0.0,4023369,EXT COMP SER:SFT LCN:OP SY S,95369,NON INFRA/STAND ALONE: CUR,30008369,POLICY RESEARCH,30722369,SAFETY INFO & RESEARCH,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,KHAYELITSHA,00110,SERVICE,40,CATERING,SERVICE,300C,22000.0,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-08-18,1,1,22000.0,0.0,0.0,0,0,13,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1347857.0,2016/08/18,639926.0,2016/08/19,2016/08/24,Disbursed,ORunknown027611,2016/07/05,PAID,27000.0,QAunknown008304,27000.0,2016/07/30,,Invalid,,0.0,1080369,CATERING:DEPARTML ACTIVITIES,95369,NON INFRA/STAND ALONE: CUR,30020369,PRG2 SAFETY PROMOTION,30723369,SAFETY PROMOTION unknown CRIME,341369,VOTED FUNDS,30087369,OUTREACH,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CC,PINELANDS,00076,"PUBLICATIONS, BOOKS AND FORMS",10,BOOK,INVENTORY,600E,27856.0,999970T1118367,BOOK A4 REGISTER BOOK,EA,EACH,PAYMENT,2016-08-19,1,250,111.424,0.0,0.0,0,0,830,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1348007.0,2016/08/19,639761.0,2016/08/19,2016/08/24,Disbursed,ORunknown027201,2016/04/14,PAID,111.424,QAunknown007768,111.42,2016/04/22,,Invalid,,0.0,2126369,O/P:PRINTING&PUBLICAT SERV,95369,NON INFRA/STAND ALONE: CUR,30018369,PROV. SECURITY OPERATIONS,30725369,PROVINCIAL SECURITY OPERATIONS,341369,VOTED FUNDS,30062369,SAFETY RELATED EXPENSES,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,CAPE TOWN,00110,SERVICE,108,COMPREHENSIVE MAINTENANCE,SERVICE,600E,39348.24,999970S0250769,"COMPREHENSIVE MAINTENANCE , ACCESS CONTROL AND SECURITY SYSTEMS",EA,EACH,PAYMENT,2016-08-19,1,1,39348.24,0.0,0.0,0,0,IN030728,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1347982.0,2016/08/19,639854.0,2016/08/19,2016/08/24,Disbursed,ORunknown027240,2016/04/20,PAID,39348.24,QAunknown007815,39348.24,2016/04/29,,Invalid,,0.0,2551369,OUTS CONTRCTRS:MNT&REP NunknownINF ASS,96369,NON INFRA MAINT&REPAIR:OUTS(CUR),30018369,PROV. SECURITY OPERATIONS,30725369,PROVINCIAL SECURITY OPERATIONS,341369,VOTED FUNDS,30062369,SAFETY RELATED EXPENSES,30058369,"EQP<R5000:SEC EQP,SYS,MAT:MOV",30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,SOLE PROPRIETOR,CAPE TOWN,00110,SERVICE,78,TRAINING,SERVICE,100E,43600.0,DDDD00S0011966,TRAINING,EA,EACH,PAYMENT,2016-08-19,1,1,43600.0,0.0,0.0,0,0,DCS001,FINAL,NORMAL,Unknown,QUOTED PRICE,1347992.0,2016/08/19,639930.0,2016/08/19,2016/08/24,Disbursed,ORunknown027748,2016/08/05,PAID,43600.0,QAunknown008472,43600.0,2016/08/15,,Invalid,,0.0,2149369,TRAIN & DEV:NONunknownEMPLOYEES,95369,NON INFRA/STAND ALONE: CUR,30004369,CHIEF DIRECTOR: CORPORATE SERV,30714369,C/D: CORPORATE SERVICES,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,STIKLAND,00093,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,300S,43980.0,DDDD00S0009998,SERVICE; CLOTHING WITH LOGO PRINTING,EA,EACH,PAYMENT,2016-08-23,1,1,43980.0,0.0,0.0,0,0,10115,FINAL,NORMAL,Unknown,QUOTED PRICE,1348129.0,2016/08/23,640123.0,2016/08/26,2016/08/31,Disbursed,ORunknown027237,2016/04/20,PAID,43980.0,QAunknown007812,43980.0,2016/04/29,,Invalid,,0.0,4732369,CONS SUPP:UNIFORM & CLOTHING,95369,NON INFRA/STAND ALONE: CUR,30022369,PRG3 SAFETY PARTNERSHIP,30721369,SAFETY PARTNERSHIP unknown PRG3,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CC,PINELANDS,00076,"PUBLICATIONS, BOOKS AND FORMS",10,BOOK,INVENTORY,600E,27856.0,999970T1118367,BOOK A4 REGISTER BOOK,EA,EACH,PAYMENT,2016-08-26,2,250,111.424,0.0,0.0,0,0,822,FINAL,NORMAL,Unknown,QUOTED PRICE,1348190.0,2016/08/26,640103.0,2016/08/26,2016/08/31,Disbursed,ORunknown027201,2016/04/14,PAID,111.424,QAunknown007768,111.42,2016/04/22,,Invalid,,0.0,2126369,O/P:PRINTING&PUBLICAT SERV,95369,NON INFRA/STAND ALONE: CUR,30018369,PROV. SECURITY OPERATIONS,30725369,PROVINCIAL SECURITY OPERATIONS,341369,VOTED FUNDS,30062369,SAFETY RELATED EXPENSES,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CC,PAROW,00110,SERVICE,73,SECURITY,SERVICE,600E,717810.0,DDDD00S0003436,SECURITY USE ICN DDDD00S0000202,EA,EACH,PAYMENT,2016-08-26,1,1,717810.0,0.0,0.0,0,0,I16375,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1348224.0,2016/08/26,640119.0,2016/08/26,2016/08/31,Disbursed,ORunknown027303,2016/04/26,PAID,730371.675,,0.0,Unknown,DCS02ZONEA,2018/12/31,NONunknownCONTRACT,769229.12,2211369,P/P:SAFEGUARD&SECURITY,95369,NON INFRA/STAND ALONE: CUR,30018369,PROV. SECURITY OPERATIONS,30725369,PROVINCIAL SECURITY OPERATIONS,341369,VOTED FUNDS,30062369,SAFETY RELATED EXPENSES,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,BRACKENFELL,00111,HIRE,13,HIRE OF BUS,LEASE,300C,40600.0,HHHH00H0000087,HIRE OF BUS,EA,EACH,PAYMENT,2016-08-26,1,7,5800.0,0.0,0.0,0,0,INA10135,FINAL,NORMAL,Unknown,QUOTED PRICE,1348226.0,2016/08/26,640117.0,2016/08/26,2016/08/31,Disbursed,ORunknown027791,2016/08/23,PAID,5800.0,QAunknown008531,5800.0,2016/08/31,,Invalid,,0.0,2540369,CONTRCTRS:TRNSPRT/ RELCTN CONTR,95369,NON INFRA/STAND ALONE: CUR,30020369,PRG2 SAFETY PROMOTION,30723369,SAFETY PROMOTION unknown CRIME,341369,VOTED FUNDS,30087369,OUTREACH,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CC,GOODWOOD,00110,SERVICE,73,SECURITY,SERVICE,600E,569786.82,DDDD00S0003436,SECURITY USE ICN DDDD00S0000202,EA,EACH,PAYMENT,2016-08-26,1,1,569786.82,0.0,0.0,0,0,5811A,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1348223.0,2016/08/26,640120.0,2016/08/26,2016/08/31,Disbursed,ORunknown027232,2016/04/19,PAID,578326.56,,0.0,Unknown,DCS02ZONEB,2018/12/31,NONunknownCONTRACT,0.0,2211369,P/P:SAFEGUARD&SECURITY,95369,NON INFRA/STAND ALONE: CUR,30018369,PROV. SECURITY OPERATIONS,30725369,PROVINCIAL SECURITY OPERATIONS,341369,VOTED FUNDS,30062369,SAFETY RELATED EXPENSES,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,unknown,WELLINGTON,00110,SERVICE,40,CATERING,SERVICE,300C,170500.0,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-08-29,1,1,170500.0,0.0,0.0,0,0,5362,FINAL,NORMAL,Unknown,QUOTED PRICE,1348241.0,2016/08/29,640183.0,2016/08/31,2016/09/05,Disbursed,ORunknown027786,2016/08/18,PAID,170500.0,QAunknown008524,170500.0,2016/08/18,,Invalid,,0.0,1080369,CATERING:DEPARTML ACTIVITIES,95369,NON INFRA/STAND ALONE: CUR,30022369,PRG3 SAFETY PARTNERSHIP,30721369,SAFETY PARTNERSHIP unknown PRG3,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CLOSE CORPORATION,WORCESTER,00110,SERVICE,95,GARDENING,SERVICE,300W,41540.0,DDDD00S0000240,GARDENING,EA,EACH,PAYMENT,2016-08-31,1,1,41540.0,0.0,0.0,0,0,CIL970,PARTIAL,NORMAL,Unknown,QUOTED PRICE,1348284.0,2016/08/31,640156.0,2016/08/31,2016/09/05,Disbursed,ORunknown027276,2016/04/25,PAID,41540.0,QAunknown007858,41540.0,2016/04/29,,Invalid,,0.0,2235369,P/P:GARDENING SERVICES,95369,NON INFRA/STAND ALONE: CUR,30022369,PRG3 SAFETY PARTNERSHIP,30746369,WOLWEKLOOF,30001369,EUunknownGBSunknownWOLWEKLOOF WC,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30020369,WC022 WITZENBERG,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CC,STRANDFONTEIN,00110,SERVICE,40,CATERING,SERVICE,300D,25588.0,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-08-31,1,1,25588.0,0.0,0.0,0,0,AUG/2016/2,FINAL,NORMAL,INVOICE > QUOTE unknown OVER SUPPLY,INVOICE PRICE,1348297.0,2016/08/31,640166.0,2016/08/31,2016/09/05,Disbursed,ORunknown027758,2016/08/11,PAID,21588.0,QAunknown008491,21588.0,2016/08/15,,Invalid,,0.0,1080369,CATERING:DEPARTML ACTIVITIES,95369,NON INFRA/STAND ALONE: CUR,30008369,POLICY RESEARCH,30722369,SAFETY INFO & RESEARCH,341369,VOTED FUNDS,30070369,PNP unknown SIR,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,SANDTON,00110,SERVICE,92,FEES,SERVICE,300C,115929.54,999970S0173310,"FEES , ADVERTISEMENT PRODUCTION",EA,EACH,PAYMENT,2016-08-31,1,1,115929.54,0.0,0.0,0,0,3110020156,FINAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1348266.0,2016/08/31,640167.0,2016/08/31,2016/09/05,Disbursed,ORunknown027275,2016/04/25,PAID,115929.542,QAunknown007860,115929.54,2016/04/29,,Invalid,,0.0,2801369,ADVERT:MARKETING,95369,NON INFRA/STAND ALONE: CUR,30020369,PRG2 SAFETY PROMOTION,30723369,SAFETY PROMOTION unknown CRIME,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,SANDTON,00110,SERVICE,23,ADVERTISEMENT,SERVICE,600D,14704.99,DDDD00S0001053,ADVERTISEMENT,EA,EACH,PAYMENT,2016-08-31,1,1,14704.99,0.0,0.0,0,0,3110020157/0158,FINAL,NORMAL,INVOICE > QUOTE unknown OVER SUPPLY,INVOICE PRICE,1348270.0,2016/08/31,640167.0,2016/08/31,2016/09/05,Disbursed,ORunknown027673,2016/07/22,PAID,14704.98,QAunknown008357,14704.98,2016/07/29,,Invalid,,0.0,2801369,ADVERT:MARKETING,95369,NON INFRA/STAND ALONE: CUR,30008369,POLICY RESEARCH,30722369,SAFETY INFO & RESEARCH,341369,VOTED FUNDS,30070369,PNP unknown SIR,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,SANDTON,00093,HIRE AND SERVICE ITEMS,11,SERVICE;,SERVICE,600D,14940.26,DDDD00S0016574,SERVICE; RADIO BROADCAST,EA,EACH,PAYMENT,2016-08-31,2,1,14940.26,0.0,0.0,0,0,3110020157/0158,FINAL,NORMAL,Unknown,QUOTED PRICE,1348270.0,2016/08/31,640167.0,2016/08/31,2016/09/05,Disbursed,ORunknown027673,2016/07/22,PAID,14940.26,QAunknown008357,14940.26,2016/07/29,,Invalid,,0.0,2801369,ADVERT:MARKETING,95369,NON INFRA/STAND ALONE: CUR,30008369,POLICY RESEARCH,30722369,SAFETY INFO & RESEARCH,341369,VOTED FUNDS,30070369,PNP unknown SIR,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,unknown,CAPE TOWN,00104,GIFTS,10,CORPORATE GIFT,INVENTORY,300C,20000.0,999970U1771272,"CORPORATE GIFT , LINDT, LOOSE",EA,EACH,PAYMENT,2016-08-31,1,4000,5.0,0.0,0.0,0,0,254D,FINAL,NORMAL,Unknown,QUOTED PRICE,1348296.0,2016/08/31,640151.0,2016/08/31,2016/09/05,Disbursed,ORunknown027784,2016/08/18,PAID,5.0,QAunknown008520,5.0,2016/08/31,,Invalid,,0.0,2799369,ADVERT:PROMOTIONAL ITEMS,95369,NON INFRA/STAND ALONE: CUR,30022369,PRG3 SAFETY PARTNERSHIP,30721369,SAFETY PARTNERSHIP unknown PRG3,341369,VOTED FUNDS,30087369,OUTREACH,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,PAARDEN EILAND,00110,SERVICE,66,PRINTING,SERVICE,600D,53132.93,DDDD00S0000024,PRINTING,EA,EACH,PAYMENT,2016-08-31,1,200,265.66465,0.0,0.0,0,0,513610,FINAL,NORMAL,Unknown,QUOTED PRICE,1348299.0,2016/08/31,640163.0,2016/08/31,2016/09/05,Disbursed,ORunknown027826,2016/08/26,PAID,265.66465,QAunknown008564,265.66,2016/08/31,,Invalid,,0.0,2126369,O/P:PRINTING&PUBLICAT SERV,95369,NON INFRA/STAND ALONE: CUR,30006369,STRATEGIC SERVICES&COMMUNICATION,30715369,STRATEGIC SERVICES & COMM,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,KHAYELITSHA,00111,HIRE,17,HIRE OF TOILET,LEASE,300W,43533.33,999970H0024366,HIRE OF TOILET / SHOWER,EA,EACH,PAYMENT,2016-08-31,1,1,43533.33,0.0,0.0,0,0,NZULU100,PARTIAL,NORMAL,INVOICE PRICE < QUOTED PRICE,INVOICE PRICE,1348300.0,2016/08/31,640169.0,2016/08/31,2016/09/05,Disbursed,ORunknown027556,2016/06/20,PAID,43533.333333,QAunknown008230,43533.33,2016/06/30,,Invalid,,0.0,877369,RENTAL & HIRING,95369,NON INFRA/STAND ALONE: CUR,30022369,PRG3 SAFETY PARTNERSHIP,30746369,WOLWEKLOOF,30001369,EUunknownGBSunknownWOLWEKLOOF WC,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30020369,WC022 WITZENBERG,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CC,MILNERTON,00110,SERVICE,835,BRANDING,SERVICE,300S,33021.0,999970S0216287,"BRANDING , CORPORATE CLOTHING",EA,EACH,PAYMENT,2016-09-05,1,2446,13.5,0.0,0.0,0,0,IN101036,FINAL,NORMAL,Unknown,QUOTED PRICE,1348491.0,2016/09/05,640242.0,2016/09/09,2016/09/14,Disbursed,ORunknown027632,2016/07/08,PAID,13.5,QAunknown008319,13.5,2016/07/30,,Invalid,,0.0,2801369,ADVERT:MARKETING,95369,NON INFRA/STAND ALONE: CUR,30022369,PRG3 SAFETY PARTNERSHIP,30721369,SAFETY PARTNERSHIP unknown PRG3,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,unknown,WELLINGTON,00110,SERVICE,40,CATERING,SERVICE,300C,170500.0,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-09-05,1,1,170500.0,0.0,0.0,0,0,5375,FINAL,NORMAL,Unknown,QUOTED PRICE,1348490.0,2016/09/05,640633.0,2016/09/09,2016/09/14,Disbursed,ORunknown027788,2016/08/19,PAID,170500.0,QAunknown008525,170500.0,2016/08/31,,Invalid,,0.0,1080369,CATERING:DEPARTML ACTIVITIES,95369,NON INFRA/STAND ALONE: CUR,30022369,PRG3 SAFETY PARTNERSHIP,30721369,SAFETY PARTNERSHIP unknown PRG3,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CC,KHAYELITSHA,00111,HIRE,13,HIRE OF BUS,LEASE,300C,49000.0,HHHH00H0000087,HIRE OF BUS,EA,EACH,PAYMENT,2016-09-05,1,1,49000.0,0.0,0.0,0,0,1643.,FINAL,NORMAL,Unknown,QUOTED PRICE,1348489.0,2016/09/05,640259.0,2016/09/09,2016/09/14,Disbursed,ORunknown027815,2016/08/25,PAID,49000.0,QAunknown008556,49000.0,2016/08/31,,Invalid,,0.0,2540369,CONTRCTRS:TRNSPRT/ RELCTN CONTR,95369,NON INFRA/STAND ALONE: CUR,30020369,PRG2 SAFETY PROMOTION,30723369,SAFETY PROMOTION unknown CRIME,341369,VOTED FUNDS,30087369,OUTREACH,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,CLOSE CORPORATION,DURBANVILLE,00084,CLOTHING,86,LANYARD,INVENTORY,200O,39551.08,999970U2507961,"LANYARD , PETERSHAM, LOBSTER HOOK, COLOUR PRINT, LOGO",EA,EACH,PAYMENT,2016-09-05,1,5000,7.910216,0.0,0.0,0,0,2017/193,FINAL,NORMAL,Unknown,QUOTED PRICE,1348494.0,2016/09/05,640867.0,2016/09/09,2016/09/14,Disbursed,ORunknown027723,2016/08/02,PAID,7.910216,QAunknown008430,7.91,2016/08/15,,Invalid,,0.0,2799369,ADVERT:PROMOTIONAL ITEMS,95369,NON INFRA/STAND ALONE: CUR,30023369,OMBUDSMAN,30747369,OMBUDSMAN,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,PTY LTD,ERASMUSKLOOF,00071,COMPUTER SOFTWARE AND HARDWARE ACCESSORIES,39,NOTEBOOK,MAJOR ASSET,100E,25990.7,999970U2905875,"NOTEBOOK , DELL, E5470, ULTRABOOK, I7unknown6600U, 8GB, DDR4L, 1600MHZ, 500GB HDD, WIN 7 PRO, 64 BIT",EA,EACH,PAYMENT,2016-09-06,3,1,25990.7,0.0,0.0,0,0,IN65614.,FINAL,NORMAL,Unknown,QUOTED PRICE,1348636.0,2016/09/06,640483.0,2016/09/09,2016/09/14,Disbursed,ORunknown027785,2016/08/18,PAID,25990.7,QAunknown008523,25990.7,2016/08/31,,Invalid,,0.0,3216369,COMP HARD&SYS unknown LAPTOP,98369,NON INFRA/STAND ALONE: CAP,30004369,CHIEF DIRECTOR: CORPORATE SERV,30714369,C/D: CORPORATE SERVICES,341369,VOTED FUNDS,4369,NO PROJECTS,30070369,COMP HARD&SYSTEMS unknown LAPTOP,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,unknown,OBSEVATORY,00110,SERVICE,526,CAPTURE DATA,SERVICE,300E,17143.23,DDDD00S0010494,CAPTURE DATA & PROCCESS;UPDATE;RECOVER,EA,EACH,PAYMENT,2016-09-06,3,1,17143.23,0.0,0.0,0,0,1256808/1257098,PARTIAL,NORMAL,"PRICE INCREASE ""PRICE QUOTE""",INVOICE PRICE,1348578.0,2016/09/06,640233.0,2016/09/09,2016/09/14,Disbursed,ORunknown027292,2016/04/26,PAID,536.665,QAunknown007889,536.66,2016/04/29,,Invalid,,0.0,4057369,BAS MAINFRAME TIME,95369,NON INFRA/STAND ALONE: CUR,30003369,FINANCIAL MANAGEMENT,30716369,FINANCIAL MANAGEMENT,341369,VOTED FUNDS,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,unknown,CAPE TOWN,00110,SERVICE,40,CATERING,SERVICE,300D,31200.0,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-09-06,2,1,31200.0,0.0,0.0,0,0,0186907/0186927,FINAL,NORMAL,INVOICE > QUOTE unknown OVER SUPPLY,INVOICE PRICE,1348621.0,2016/09/06,640228.0,2016/09/09,2016/09/14,Disbursed,ORunknown027771,2016/08/17,PAID,18000.0,QAunknown008507,18000.0,2016/08/31,,Invalid,,0.0,1080369,CATERING:DEPARTML ACTIVITIES,95369,NON INFRA/STAND ALONE: CUR,30008369,POLICY RESEARCH,30722369,SAFETY INFO & RESEARCH,341369,VOTED FUNDS,30070369,PNP unknown SIR,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
48,WC: COMMUNITY SAFETY,7020902001,WC COMMUNITY SAFETY: HQ,NONE,unknown,WELLINGTON,00110,SERVICE,40,CATERING,SERVICE,300W,82479.0,DDDD00S0000430,CATERING,EA,EACH,PAYMENT,2016-09-06,1,1,82479.0,0.0,0.0,0,0,5381,FINAL,NORMAL,Unknown,QUOTED PRICE,1348633.0,2016/09/06,640633.0,2016/09/09,2016/09/14,Disbursed,ORunknown027753,2016/08/10,PAID,82479.0,QAunknown008482,82479.0,2016/08/15,,Invalid,,0.0,1080369,CATERING:DEPARTML ACTIVITIES,95369,NON INFRA/STAND ALONE: CUR,30022369,PRG3 SAFETY PARTNERSHIP,30746369,WOLWEKLOOF,30001369,EUunknownGBSunknownWOLWEKLOOF WC,4369,NO PROJECTS,235369,NONunknownASSETS RELATED,30002369,CAPE TOWN,0,
